video_id,title,upload_date,url,duration,view_count,caption_status,local_caption_file,local_info_json,processed_at
enRucxedp-0,Some of them are easy to identify and to take advantage of #trading #trader #daytrading #finance,20260519,https://www.youtube.com/watch?v=enRucxedp-0,29,2210,AVAILABLE,raw\enRucxedp-0\enRucxedp-0.en-orig.vtt,raw\enRucxedp-0\enRucxedp-0.info.json,2026-05-21T15:49:46.085232
ESp_W1EBhUw,What would you do? #trading #daytrading #trader #finance,20251219,https://www.youtube.com/watch?v=ESp_W1EBhUw,11,80,AVAILABLE,raw\ESp_W1EBhUw\ESp_W1EBhUw.en-orig.vtt,raw\ESp_W1EBhUw\ESp_W1EBhUw.info.json,2026-05-21T15:49:46.522985
eTbm2XLvCCo,It is rare to see both market and dollar down #trading #trader #finance #stockmarket #investing,20260120,https://www.youtube.com/watch?v=eTbm2XLvCCo,15,1238,AVAILABLE,raw\eTbm2XLvCCo\eTbm2XLvCCo.en-orig.vtt,raw\eTbm2XLvCCo\eTbm2XLvCCo.info.json,2026-05-21T15:49:46.553811
EyWRboolNg4,Institutional trading starts before the first entry.#trading #trader #daytrading #stockmarket,20251219,https://www.youtube.com/watch?v=EyWRboolNg4,5,966,MISSING,NONE,raw\EyWRboolNg4\EyWRboolNg4.info.json,2026-05-21T15:49:46.579365
E_z4MbQWCxw,"An edge isn’t given by a setup, it’s obtained by a process. #trading #trader #daytrading #finance",20251215,https://www.youtube.com/watch?v=E_z4MbQWCxw,6,312,MISSING,NONE,raw\E_z4MbQWCxw\E_z4MbQWCxw.info.json,2026-05-21T15:49:46.609845
fDUnFPX24EM,"This already resulted in 2 people working with me, I’m sure there will be many more to come! #trader",20260509,https://www.youtube.com/watch?v=fDUnFPX24EM,44,300,AVAILABLE,raw\fDUnFPX24EM\fDUnFPX24EM.en-orig.vtt,raw\fDUnFPX24EM\fDUnFPX24EM.info.json,2026-05-21T15:49:46.635070
FriCXlHYaw4,2026 is all about Institutional grade trading #trading #trader #tradingstrategy #daytrading,20251224,https://www.youtube.com/watch?v=FriCXlHYaw4,10,300,MISSING,NONE,raw\FriCXlHYaw4\FriCXlHYaw4.info.json,2026-05-21T15:49:46.666817
FRiYXQ25Qns,2025 top 3 Hedge Funds #trading #trader #investing #stocktrading #stockmarket #forex,20260121,https://www.youtube.com/watch?v=FRiYXQ25Qns,42,567,AVAILABLE,raw\FRiYXQ25Qns\FRiYXQ25Qns.en-orig.vtt,raw\FRiYXQ25Qns\FRiYXQ25Qns.info.json,2026-05-21T15:49:46.696119
Fu67Vu_njuw,Dropping this in the private video series this weekend  #trading #trader #daytrading,20260128,https://www.youtube.com/watch?v=Fu67Vu_njuw,48,362,MISSING,NONE,raw\Fu67Vu_njuw\Fu67Vu_njuw.info.json,2026-05-21T15:49:46.725790
fV-w0AiZnsg,The grail is a set of uncorrelated strategies that makes you money every single month #trading,20260510,https://www.youtube.com/watch?v=fV-w0AiZnsg,15,1525,AVAILABLE,raw\fV-w0AiZnsg\fV-w0AiZnsg.en-orig.vtt,raw\fV-w0AiZnsg\fV-w0AiZnsg.info.json,2026-05-21T15:49:46.751789
FzRbVu1MqXk,Awareness is the antidote to emotions #trading #trader #daytrading #tradingstrategy #money,20260220,https://www.youtube.com/watch?v=FzRbVu1MqXk,16,1444,AVAILABLE,raw\FzRbVu1MqXk\FzRbVu1MqXk.en-orig.vtt,raw\FzRbVu1MqXk\FzRbVu1MqXk.info.json,2026-05-21T15:49:46.777797
G-28REaXfls,Overnight success I worked on for 10 years #trading #treader #daytrading #stocktrading,20251226,https://www.youtube.com/watch?v=G-28REaXfls,7,1422,MISSING,NONE,raw\G-28REaXfls\G-28REaXfls.info.json,2026-05-21T15:49:46.804323
G-pYL-zHcUw,#orderflow #trading #trader #stocktrading,20260210,https://www.youtube.com/watch?v=G-pYL-zHcUw,42,1094,AVAILABLE,raw\G-pYL-zHcUw\G-pYL-zHcUw.en-orig.vtt,raw\G-pYL-zHcUw\G-pYL-zHcUw.info.json,2026-05-21T15:49:46.830614
GAyFp-ctlzc,It’s a crusade by now #trading #trader #daytrading #money #finance,20260506,https://www.youtube.com/watch?v=GAyFp-ctlzc,32,1253,MISSING,NONE,raw\GAyFp-ctlzc\GAyFp-ctlzc.info.json,2026-05-21T15:49:46.864118
gGMSvvktvVk,#trading #trader #daytrading #daytrader #stockmarket,20260203,https://www.youtube.com/watch?v=gGMSvvktvVk,17,4155,AVAILABLE,raw\gGMSvvktvVk\gGMSvvktvVk.en-orig.vtt,raw\gGMSvvktvVk\gGMSvvktvVk.info.json,2026-05-21T15:49:46.892063
GmkWQCH7Elw,And you can learn and apply all of this too to your #trading  #treader #stockmarket #crypto,20260117,https://www.youtube.com/watch?v=GmkWQCH7Elw,16,1885,AVAILABLE,raw\GmkWQCH7Elw\GmkWQCH7Elw.en-orig.vtt,raw\GmkWQCH7Elw\GmkWQCH7Elw.info.json,2026-05-21T15:49:46.919971
gv0e9MWEvFk,Do you know how to size your position? #trading #trader #daytrading #daytrader #stocktrading,20260123,https://www.youtube.com/watch?v=gv0e9MWEvFk,47,959,AVAILABLE,raw\gv0e9MWEvFk\gv0e9MWEvFk.en-orig.vtt,raw\gv0e9MWEvFk\gv0e9MWEvFk.info.json,2026-05-21T15:49:46.945372
GXsExPzpyhU,How to start automating your #trading strategies #algotrading #trader #daytrading,20260516,https://www.youtube.com/watch?v=GXsExPzpyhU,24,862,AVAILABLE,raw\GXsExPzpyhU\GXsExPzpyhU.en-orig.vtt,raw\GXsExPzpyhU\GXsExPzpyhU.info.json,2026-05-21T15:49:46.973534
GxZjgeHoBos,"How to start with algotrading in 30 days, full process link in bio #trading #trader #tradingstrategy",20260101,https://www.youtube.com/watch?v=GxZjgeHoBos,45,1669,AVAILABLE,raw\GxZjgeHoBos\GxZjgeHoBos.en-orig.vtt,raw\GxZjgeHoBos\GxZjgeHoBos.info.json,2026-05-21T15:49:47.002324
g_P0ihKZz2g,#trading #trader #daytrading #stocktrading,20260215,https://www.youtube.com/watch?v=g_P0ihKZz2g,16,1432,AVAILABLE,raw\g_P0ihKZz2g\g_P0ihKZz2g.en-orig.vtt,raw\g_P0ihKZz2g\g_P0ihKZz2g.info.json,2026-05-21T15:49:47.029978
HGbS96RaNxU,You don’t need drones to collect alternative data #tradingtips #trading #hedgefund #tradingstrategy,20260216,https://www.youtube.com/watch?v=HGbS96RaNxU,10,2335,AVAILABLE,raw\HGbS96RaNxU\HGbS96RaNxU.en-orig.vtt,raw\HGbS96RaNxU\HGbS96RaNxU.info.json,2026-05-21T15:49:47.060329
Hivlpc7kW64,She lied #trading #trader #daytrading #money #finance,20260107,https://www.youtube.com/watch?v=Hivlpc7kW64,9,980,MISSING,NONE,raw\Hivlpc7kW64\Hivlpc7kW64.info.json,2026-05-21T15:49:47.090941
hKGjm1zlmIA,It’s the thought that counts 🎄🎅🏼#christmas #presents #trading #money,20251221,https://www.youtube.com/watch?v=hKGjm1zlmIA,6,691,MISSING,NONE,raw\hKGjm1zlmIA\hKGjm1zlmIA.info.json,2026-05-21T15:49:47.122386
hM62syeUOnk,"Set goals, and break your own expectations.#trading #trader #motivation #tradinglifestyle #finance",20260101,https://www.youtube.com/watch?v=hM62syeUOnk,8,80,MISSING,NONE,raw\hM62syeUOnk\hM62syeUOnk.info.json,2026-05-21T15:49:47.154872
i9Ph3urJ1_o,I’m sure AI can code your trading strategy #trading #trader #finance #daytrading #investing,20260511,https://www.youtube.com/watch?v=i9Ph3urJ1_o,18,705,MISSING,NONE,raw\i9Ph3urJ1_o\i9Ph3urJ1_o.info.json,2026-05-21T15:49:47.181611
IbYxgtopuy8,For Christmas 😅 The truth: you don’t need a fancy set up to trade like an institutional #trader,20251223,https://www.youtube.com/watch?v=IbYxgtopuy8,8,1103,MISSING,NONE,raw\IbYxgtopuy8\IbYxgtopuy8.info.json,2026-05-21T15:49:47.208928
IClE1VGtLbY,#Finance degree in Europe gives you a strong theoretical foundation but zero practice #trading,20260118,https://www.youtube.com/watch?v=IClE1VGtLbY,21,731,AVAILABLE,raw\IClE1VGtLbY\IClE1VGtLbY.en-orig.vtt,raw\IClE1VGtLbY\IClE1VGtLbY.info.json,2026-05-21T15:49:47.236243
IJQSUVaQZRw,know which one are the three most important statistics when backtesting your #tradingstrategy,20260112,https://www.youtube.com/watch?v=IJQSUVaQZRw,63,396,AVAILABLE,raw\IJQSUVaQZRw\IJQSUVaQZRw.en-orig.vtt,raw\IJQSUVaQZRw\IJQSUVaQZRw.info.json,2026-05-21T15:49:47.264674
iM2sSg6_1S4,As long as you use them to learn and not to get rich prop firms can be useful. #trader #propfirms,20251228,https://www.youtube.com/watch?v=iM2sSg6_1S4,37,1248,AVAILABLE,raw\iM2sSg6_1S4\iM2sSg6_1S4.en-orig.vtt,raw\iM2sSg6_1S4\iM2sSg6_1S4.info.json,2026-05-21T15:49:47.292389
io7kt-88C34,TJR exposed #trading #trader #tjr #tradingstrategy #ict,20260412,https://www.youtube.com/watch?v=io7kt-88C34,56,962,AVAILABLE,raw\io7kt-88C34\io7kt-88C34.en-orig.vtt,raw\io7kt-88C34\io7kt-88C34.info.json,2026-05-21T15:49:47.320161
IsIVdPPfRsM,Only YOU can do the work YOU need to reach the results YOU want. #trading #daytrading #motivation,20251214,https://www.youtube.com/watch?v=IsIVdPPfRsM,19,718,MISSING,NONE,raw\IsIVdPPfRsM\IsIVdPPfRsM.info.json,2026-05-21T15:49:47.349978
JBuBK4lqBE4,"Starting is important, staying consistent for the full year is everything #trading #trader",20251231,https://www.youtube.com/watch?v=JBuBK4lqBE4,23,181,AVAILABLE,raw\JBuBK4lqBE4\JBuBK4lqBE4.en-orig.vtt,raw\JBuBK4lqBE4\JBuBK4lqBE4.info.json,2026-05-21T15:49:47.375286
JC1yAmRV0O4,Either you evolve or pay for it #trading #business #ai #trader,20260515,https://www.youtube.com/watch?v=JC1yAmRV0O4,17,1930,AVAILABLE,raw\JC1yAmRV0O4\JC1yAmRV0O4.en-orig.vtt,raw\JC1yAmRV0O4\JC1yAmRV0O4.info.json,2026-05-21T15:49:47.401281
JDizrhsqlck,Ready for what’s next. #trading #finance #trader #money #motivation,20251231,https://www.youtube.com/watch?v=JDizrhsqlck,11,337,MISSING,NONE,raw\JDizrhsqlck\JDizrhsqlck.info.json,2026-05-21T15:49:47.471416
JfCj1wwjuic,#trading #trader #stocktrading #stocks,20260207,https://www.youtube.com/watch?v=JfCj1wwjuic,28,1252,AVAILABLE,raw\JfCj1wwjuic\JfCj1wwjuic.en-orig.vtt,raw\JfCj1wwjuic\JfCj1wwjuic.info.json,2026-05-21T15:49:47.498436
jMahR2m41G8,Leverage AI to your trading strategy research process #trading #trader #daytrading #tradingstrategy,20260517,https://www.youtube.com/watch?v=jMahR2m41G8,40,684,AVAILABLE,raw\jMahR2m41G8\jMahR2m41G8.en-orig.vtt,raw\jMahR2m41G8\jMahR2m41G8.info.json,2026-05-21T15:49:47.526415
JMphTG4anHA,What is your favorite VPS provider? #trading #tech #vps #cloudcomputing,20251214,https://www.youtube.com/watch?v=JMphTG4anHA,15,342,AVAILABLE,raw\JMphTG4anHA\JMphTG4anHA.en-orig.vtt,raw\JMphTG4anHA\JMphTG4anHA.info.json,2026-05-21T15:49:47.554657
jN-b-NT3mWE,Strategies based on insider activity has been for years very effective #trading #investing #trader,20260509,https://www.youtube.com/watch?v=jN-b-NT3mWE,24,1816,AVAILABLE,raw\jN-b-NT3mWE\jN-b-NT3mWE.en-orig.vtt,raw\jN-b-NT3mWE\jN-b-NT3mWE.info.json,2026-05-21T15:49:47.582489
JrDxvFH9yQE,The key is marginal improvements. #trading #motivation  #selfimprovement #personalgrowth,20260105,https://www.youtube.com/watch?v=JrDxvFH9yQE,26,1368,AVAILABLE,raw\JrDxvFH9yQE\JrDxvFH9yQE.en-orig.vtt,raw\JrDxvFH9yQE\JrDxvFH9yQE.info.json,2026-05-21T15:49:47.607734
JrQXx7Wngrc,Manually trading on charts is a trap #trader #trading #daytrading #stockmarket #orderflow,20260228,https://www.youtube.com/watch?v=JrQXx7Wngrc,18,2218,AVAILABLE,raw\JrQXx7Wngrc\JrQXx7Wngrc.en-orig.vtt,raw\JrQXx7Wngrc\JrQXx7Wngrc.info.json,2026-05-21T15:49:47.636004
JUNtUqH-HBE,Today we need to define an exit condition.#trading #trader #tradingstrategy #algotrader #daytrading,20260105,https://www.youtube.com/watch?v=JUNtUqH-HBE,37,716,AVAILABLE,raw\JUNtUqH-HBE\JUNtUqH-HBE.en-orig.vtt,raw\JUNtUqH-HBE\JUNtUqH-HBE.info.json,2026-05-21T15:49:47.664492
kA1yM1QCCDA,Being aware and not being a victim of the Market is what makes the difference .#trading #trader,20260508,https://www.youtube.com/watch?v=kA1yM1QCCDA,32,935,AVAILABLE,raw\kA1yM1QCCDA\kA1yM1QCCDA.en-orig.vtt,raw\kA1yM1QCCDA\kA1yM1QCCDA.info.json,2026-05-21T15:49:47.689838
kBTZcjXzmtw,The most bullish fund on earth #trading #trader #hedgefund #ai #stockmarket,20260520,https://www.youtube.com/watch?v=kBTZcjXzmtw,38,580,AVAILABLE,raw\kBTZcjXzmtw\kBTZcjXzmtw.en-orig.vtt,raw\kBTZcjXzmtw\kBTZcjXzmtw.info.json,2026-05-21T15:49:47.717055
kD2HGkpdW2w,Get access to data few have #trading #trader #daytrading #tradingstrategy #stockmarket,20251223,https://www.youtube.com/watch?v=kD2HGkpdW2w,20,302,AVAILABLE,raw\kD2HGkpdW2w\kD2HGkpdW2w.en-orig.vtt,raw\kD2HGkpdW2w\kD2HGkpdW2w.info.json,2026-05-21T15:49:47.744856
kh0tIGxkF6Y,How to avoid overfitting (aka fooling yourself) when developing a #trading strategy #trader,20251230,https://www.youtube.com/watch?v=kh0tIGxkF6Y,21,103,AVAILABLE,raw\kh0tIGxkF6Y\kh0tIGxkF6Y.en-orig.vtt,raw\kh0tIGxkF6Y\kh0tIGxkF6Y.info.json,2026-05-21T15:49:47.772021
kHdABR7ktmw,#trading #trader #daytrading #finance #tradingstrategy,20260503,https://www.youtube.com/watch?v=kHdABR7ktmw,23,1732,MISSING,NONE,raw\kHdABR7ktmw\kHdABR7ktmw.info.json,2026-05-21T15:49:47.800665
kmOZSRTrpLM,Be delusional and believe in yourself.  #trader #motivation #motivationalquotes #tradingmotivation,20260430,https://www.youtube.com/watch?v=kmOZSRTrpLM,18,1454,AVAILABLE,raw\kmOZSRTrpLM\kmOZSRTrpLM.en-orig.vtt,raw\kmOZSRTrpLM\kmOZSRTrpLM.info.json,2026-05-21T15:49:47.827514
KWroqpJ-zvA,"Entry and exit conditions added, now remember to include a takeprofit and stoploss #trading #trader",20260106,https://www.youtube.com/watch?v=KWroqpJ-zvA,34,1352,AVAILABLE,raw\KWroqpJ-zvA\KWroqpJ-zvA.en-orig.vtt,raw\KWroqpJ-zvA\KWroqpJ-zvA.info.json,2026-05-21T15:49:47.854703
LHvIwnp9ZCs,You are the victim of decades of lies #trading #trader #daytrading #finance,20260507,https://www.youtube.com/watch?v=LHvIwnp9ZCs,21,1873,MISSING,NONE,raw\LHvIwnp9ZCs\LHvIwnp9ZCs.info.json,2026-05-21T15:49:47.883178
loUKVL_v2Ug,There is a big difference that you need to know between easy and simple#trading #trader #daytrading,20260508,https://www.youtube.com/watch?v=loUKVL_v2Ug,8,1263,AVAILABLE,raw\loUKVL_v2Ug\loUKVL_v2Ug.en-orig.vtt,raw\loUKVL_v2Ug\loUKVL_v2Ug.info.json,2026-05-21T15:49:47.911198
lTdlQVta4As,#trading #trader #daytrading #tradingstrategy #finance,20260502,https://www.youtube.com/watch?v=lTdlQVta4As,20,860,MISSING,NONE,raw\lTdlQVta4As\lTdlQVta4As.info.json,2026-05-21T15:49:47.939939
LtpzFu_sHfk,#trading #trader #quant #tradingstrategy #daytrading,20260302,https://www.youtube.com/watch?v=LtpzFu_sHfk,18,1266,AVAILABLE,raw\LtpzFu_sHfk\LtpzFu_sHfk.en-orig.vtt,raw\LtpzFu_sHfk\LtpzFu_sHfk.info.json,2026-05-21T15:49:47.964421
Ma6OM8CDylg,B-ALL-IN #ballin #motivation #balling #trading #tradingmotivation,20260104,https://www.youtube.com/watch?v=Ma6OM8CDylg,11,1450,AVAILABLE,raw\Ma6OM8CDylg\Ma6OM8CDylg.en-orig.vtt,raw\Ma6OM8CDylg\Ma6OM8CDylg.info.json,2026-05-21T15:49:48.425385
mBUw8ViXQ2A,For how long have you been #trading for? #trader #finance #money,20260110,https://www.youtube.com/watch?v=mBUw8ViXQ2A,9,1305,MISSING,NONE,raw\mBUw8ViXQ2A\mBUw8ViXQ2A.info.json,2026-05-21T15:49:48.456942
mcCbaglNCtI,There is many ways to make a lot of money #trader #lawyer #career #careerpath #money,20260515,https://www.youtube.com/watch?v=mcCbaglNCtI,14,1001,AVAILABLE,raw\mcCbaglNCtI\mcCbaglNCtI.en-orig.vtt,raw\mcCbaglNCtI\mcCbaglNCtI.info.json,2026-05-21T15:49:48.482701
mDBtiztq9gg,Which one are you? #trading #trader #daytrading #stocktrading,20260128,https://www.youtube.com/watch?v=mDBtiztq9gg,14,751,AVAILABLE,raw\mDBtiztq9gg\mDBtiztq9gg.en-orig.vtt,raw\mDBtiztq9gg\mDBtiztq9gg.info.json,2026-05-21T15:49:48.507200
Mhd0gy_HWxI,The book is what I wish I had before stepping on the trading floor for the first time. #trading,20251219,https://www.youtube.com/watch?v=Mhd0gy_HWxI,19,1206,AVAILABLE,raw\Mhd0gy_HWxI\Mhd0gy_HWxI.en-orig.vtt,raw\Mhd0gy_HWxI\Mhd0gy_HWxI.info.json,2026-05-21T15:49:48.534985
mJwjh_chGA4,#trading #trader #stocktrading #forex #daytrading,20260123,https://www.youtube.com/watch?v=mJwjh_chGA4,7,937,AVAILABLE,raw\mJwjh_chGA4\mJwjh_chGA4.en-orig.vtt,raw\mJwjh_chGA4\mJwjh_chGA4.info.json,2026-05-21T15:49:48.565419
MN1Hz4IcXxE,If you don’t start browsing around my page #trading #trader #daytrading,20251222,https://www.youtube.com/watch?v=MN1Hz4IcXxE,10,588,AVAILABLE,raw\MN1Hz4IcXxE\MN1Hz4IcXxE.en.vtt,raw\MN1Hz4IcXxE\MN1Hz4IcXxE.info.json,2026-05-21T15:49:48.591721
mpl8Y155KeE,Auto trading is enabled now what we have left is waiting for the market to open on Monday #trading,20260124,https://www.youtube.com/watch?v=mpl8Y155KeE,28,544,AVAILABLE,raw\mpl8Y155KeE\mpl8Y155KeE.en-orig.vtt,raw\mpl8Y155KeE\mpl8Y155KeE.info.json,2026-05-21T15:49:48.617089
MPTLH7qgqH0,#trading #trader #daytrading #finance #money #tradingquotes,20260506,https://www.youtube.com/watch?v=MPTLH7qgqH0,9,1708,AVAILABLE,raw\MPTLH7qgqH0\MPTLH7qgqH0.en-orig.vtt,raw\MPTLH7qgqH0\MPTLH7qgqH0.info.json,2026-05-21T15:49:48.643518
mSk6tQ6p-Xg,Learn how to develop your own trading strategies #trading #trader #daytrading #daytrader,20260517,https://www.youtube.com/watch?v=mSk6tQ6p-Xg,14,2147,AVAILABLE,raw\mSk6tQ6p-Xg\mSk6tQ6p-Xg.en-orig.vtt,raw\mSk6tQ6p-Xg\mSk6tQ6p-Xg.info.json,2026-05-21T15:49:48.668873
n-gBw4DshXs,Free trading research commenting EDGE on this reel on Instagram #trading #trader #tradingstrategy,20260518,https://www.youtube.com/watch?v=n-gBw4DshXs,31,1002,AVAILABLE,raw\n-gBw4DshXs\n-gBw4DshXs.en-orig.vtt,raw\n-gBw4DshXs\n-gBw4DshXs.info.json,2026-05-21T15:49:48.694026
n6z4X34uJ2w,You can’t expect to have the results of the 1% doing what the 99% does.#trading #forex  #stockmarket,20260113,https://www.youtube.com/watch?v=n6z4X34uJ2w,30,1101,AVAILABLE,raw\n6z4X34uJ2w\n6z4X34uJ2w.en-orig.vtt,raw\n6z4X34uJ2w\n6z4X34uJ2w.info.json,2026-05-21T15:49:48.720460
n8hcRpBPNxg,If you get anything out of this video follow and have a look around #trading #trader #daytrading,20251231,https://www.youtube.com/watch?v=n8hcRpBPNxg,29,266,AVAILABLE,raw\n8hcRpBPNxg\n8hcRpBPNxg.en-orig.vtt,raw\n8hcRpBPNxg\n8hcRpBPNxg.info.json,2026-05-21T15:49:48.748345
nc54PhWhZJE,How to run an interpret a Montecarlo analysis on Multicharts #trading #trader #algotrading #stocks,20260115,https://www.youtube.com/watch?v=nc54PhWhZJE,67,780,AVAILABLE,raw\nc54PhWhZJE\nc54PhWhZJE.en-orig.vtt,raw\nc54PhWhZJE\nc54PhWhZJE.info.json,2026-05-21T15:49:48.778330
NjMSVY3tTEE,You can #backtest anything you want to and that’s why you should #trading #daytrading #treader,20251217,https://www.youtube.com/watch?v=NjMSVY3tTEE,40,1516,AVAILABLE,raw\NjMSVY3tTEE\NjMSVY3tTEE.en-orig.vtt,raw\NjMSVY3tTEE\NjMSVY3tTEE.info.json,2026-05-21T15:49:48.808270
nUviJcgm25o,How to stop emotional trading #trading #trader #daytrading #stockmarket,20251211,https://www.youtube.com/watch?v=nUviJcgm25o,19,2012,AVAILABLE,raw\nUviJcgm25o\nUviJcgm25o.en-orig.vtt,raw\nUviJcgm25o\nUviJcgm25o.info.json,2026-05-21T15:49:48.833609
nzTDI18LSQ8,How can you think to be a good trader if you don’t know this? #trading #trader #daytrading,20260512,https://www.youtube.com/watch?v=nzTDI18LSQ8,30,1274,AVAILABLE,raw\nzTDI18LSQ8\nzTDI18LSQ8.en-orig.vtt,raw\nzTDI18LSQ8\nzTDI18LSQ8.info.json,2026-05-21T15:49:48.859527
o5hZO_rMhBw,It is all about the methodologies and approaches you apply #trader #trading,20260106,https://www.youtube.com/watch?v=o5hZO_rMhBw,11,1429,MISSING,NONE,raw\o5hZO_rMhBw\o5hZO_rMhBw.info.json,2026-05-21T15:49:48.935103
oci2Xa1qZZc,You choose the prop firm and I’ll show you how to set it #trading #trader #algotrader #stockmarket,20260121,https://www.youtube.com/watch?v=oci2Xa1qZZc,35,775,AVAILABLE,raw\oci2Xa1qZZc\oci2Xa1qZZc.en-orig.vtt,raw\oci2Xa1qZZc\oci2Xa1qZZc.info.json,2026-05-21T15:49:48.961205
od-RMjpRHLQ,That’s truly invaluable. #trading #trader #algotrading #institutionaltrading #finance,20260509,https://www.youtube.com/watch?v=od-RMjpRHLQ,27,1376,MISSING,NONE,raw\od-RMjpRHLQ\od-RMjpRHLQ.info.json,2026-05-21T15:49:48.989712
OeBAhsR7K4A,How to connect your propfirm account to Multicharts #trader #trading #daytrading #stockmarket,20260122,https://www.youtube.com/watch?v=OeBAhsR7K4A,43,1625,AVAILABLE,raw\OeBAhsR7K4A\OeBAhsR7K4A.en-orig.vtt,raw\OeBAhsR7K4A\OeBAhsR7K4A.info.json,2026-05-21T15:49:49.018341
OesU35AbfNg,Learn how to backtest properly and automate your trades #trading #trader,20251227,https://www.youtube.com/watch?v=OesU35AbfNg,11,477,AVAILABLE,raw\OesU35AbfNg\OesU35AbfNg.en.vtt,raw\OesU35AbfNg\OesU35AbfNg.info.json,2026-05-21T15:49:49.446874
opsJ_imk4XQ,How going from chart drawing to analyzing the data feels #trading #trading,20251214,https://www.youtube.com/watch?v=opsJ_imk4XQ,10,692,AVAILABLE,raw\opsJ_imk4XQ\opsJ_imk4XQ.en-orig.vtt,raw\opsJ_imk4XQ\opsJ_imk4XQ.info.json,2026-05-21T15:49:49.475209
OPylb_Jr-J8,How to use indicators for trading (institutional trader edition) #trading #trader #tradingstrategy,20260108,https://www.youtube.com/watch?v=OPylb_Jr-J8,35,1142,AVAILABLE,raw\OPylb_Jr-J8\OPylb_Jr-J8.en-orig.vtt,raw\OPylb_Jr-J8\OPylb_Jr-J8.info.json,2026-05-21T15:49:49.499298
p-dyepJX69w,backtest a simplified version of your strategy to test the ground for actual profitability #trading,20251216,https://www.youtube.com/watch?v=p-dyepJX69w,6,593,MISSING,NONE,raw\p-dyepJX69w\p-dyepJX69w.info.json,2026-05-21T15:49:49.528599
