video_id,title,upload_date,url,duration,view_count,caption_status,local_caption_file,local_info_json,processed_at
P6PErii1Cio,Always know what your algorithmic strategies are doing #trading #tradingstrategy #algotrading,20251212,https://www.youtube.com/watch?v=P6PErii1Cio,7,1649,MISSING,NONE,raw\P6PErii1Cio\P6PErii1Cio.info.json,2026-05-21T15:49:49.555501
pcTMOg9osZ8,Do you understand how ridiculous is trading manually something like this?#trading #trader,20260126,https://www.youtube.com/watch?v=pcTMOg9osZ8,63,826,AVAILABLE,raw\pcTMOg9osZ8\pcTMOg9osZ8.en-orig.vtt,raw\pcTMOg9osZ8\pcTMOg9osZ8.info.json,2026-05-21T15:49:49.582911
pi32TlknVb0,Before he was “backtesting” scrolling the chart #trading #trader #daytrading #stockmarket #money,20260131,https://www.youtube.com/watch?v=pi32TlknVb0,8,268,AVAILABLE,raw\pi32TlknVb0\pi32TlknVb0.en-orig.vtt,raw\pi32TlknVb0\pi32TlknVb0.info.json,2026-05-21T15:49:49.610471
PoflsTkXrQ0,Leverage AI to trade like an institutional trader #trading #trader #daytrading #finance #ai,20260514,https://www.youtube.com/watch?v=PoflsTkXrQ0,18,1564,AVAILABLE,raw\PoflsTkXrQ0\PoflsTkXrQ0.en-orig.vtt,raw\PoflsTkXrQ0\PoflsTkXrQ0.info.json,2026-05-21T15:49:49.637349
PWtkI_0Ad34,Where to find your edge as a retail trader #trading #trader #tradingstrategy #daytrading,20251222,https://www.youtube.com/watch?v=PWtkI_0Ad34,11,285,AVAILABLE,raw\PWtkI_0Ad34\PWtkI_0Ad34.en-orig.vtt,raw\PWtkI_0Ad34\PWtkI_0Ad34.info.json,2026-05-21T15:49:50.074253
Q1NzUmrRCfc,Link in bio #trading #trader #daytrading,20251227,https://www.youtube.com/watch?v=Q1NzUmrRCfc,25,336,MISSING,NONE,raw\Q1NzUmrRCfc\Q1NzUmrRCfc.info.json,2026-05-21T15:49:50.106630
Q3O5eZLHVeA,Comlexity is overrated (as a beginner) #trading #trader #tradingstrategy #daytrading,20260517,https://www.youtube.com/watch?v=Q3O5eZLHVeA,14,235,AVAILABLE,raw\Q3O5eZLHVeA\Q3O5eZLHVeA.en-orig.vtt,raw\Q3O5eZLHVeA\Q3O5eZLHVeA.info.json,2026-05-21T15:49:50.132901
q49Gshep5PQ,Reminder a 200% implied volatility can point to the downside too 📉#silver #trading #trader #gold,20260131,https://www.youtube.com/watch?v=q49Gshep5PQ,7,1912,AVAILABLE,raw\q49Gshep5PQ\q49Gshep5PQ.en-orig.vtt,raw\q49Gshep5PQ\q49Gshep5PQ.info.json,2026-05-21T15:49:50.161150
QcVFfN0XcXY,AlexG exposed #trading #trader #daytrading #forextrading,20260512,https://www.youtube.com/watch?v=QcVFfN0XcXY,27,2282,MISSING,NONE,raw\QcVFfN0XcXY\QcVFfN0XcXY.info.json,2026-05-21T15:49:50.189420
qD_gaSlr9hI,"For the 2 people watching this on YT, I appreciate you and let me know if it is helpful #trading",20260114,https://www.youtube.com/watch?v=qD_gaSlr9hI,77,715,AVAILABLE,raw\qD_gaSlr9hI\qD_gaSlr9hI.en-orig.vtt,raw\qD_gaSlr9hI\qD_gaSlr9hI.info.json,2026-05-21T15:49:50.214300
qwll2wgX1Aw,"Most likely, but…#trading #ai #artificialintelligence #finance #investing",20260212,https://www.youtube.com/watch?v=qwll2wgX1Aw,18,758,AVAILABLE,raw\qwll2wgX1Aw\qwll2wgX1Aw.en-orig.vtt,raw\qwll2wgX1Aw\qwll2wgX1Aw.info.json,2026-05-21T15:49:50.241972
rDX58U_Y3Cw,Gone in 3 weeks. #trading #trader #finance #daytrading #tradingeducation,20260108,https://www.youtube.com/watch?v=rDX58U_Y3Cw,10,1282,AVAILABLE,raw\rDX58U_Y3Cw\rDX58U_Y3Cw.en-orig.vtt,raw\rDX58U_Y3Cw\rDX58U_Y3Cw.info.json,2026-05-21T15:49:50.270409
rhnGYUyWqxE,Build and trust your knowledge #trading #trader #warrenbuffett #finance #quotes,20251222,https://www.youtube.com/watch?v=rhnGYUyWqxE,15,1352,AVAILABLE,raw\rhnGYUyWqxE\rhnGYUyWqxE.en-orig.vtt,raw\rhnGYUyWqxE\rhnGYUyWqxE.info.json,2026-05-21T15:49:50.298944
rjRW_uwBT3E,"Being passive is your choice, fugg or get fugged #trading #trader #daytrading #stockmarket #ict",20260212,https://www.youtube.com/watch?v=rjRW_uwBT3E,16,1171,AVAILABLE,raw\rjRW_uwBT3E\rjRW_uwBT3E.en-orig.vtt,raw\rjRW_uwBT3E\rjRW_uwBT3E.info.json,2026-05-21T15:49:50.331094
rNC90QEgp-Q,The Trading Strategy That Made HUNDREDS of MILLIONS (And Why It's SIMPLE),20260517,https://www.youtube.com/watch?v=rNC90QEgp-Q,547,10904,AVAILABLE,raw\rNC90QEgp-Q\rNC90QEgp-Q.en-orig.vtt,raw\rNC90QEgp-Q\rNC90QEgp-Q.info.json,2026-05-21T15:49:50.355773
RnYIlda-V8I,"Day 2, we don’t trade on charts we trade on data, so important selecting the right one #trading",20260102,https://www.youtube.com/watch?v=RnYIlda-V8I,36,462,AVAILABLE,raw\RnYIlda-V8I\RnYIlda-V8I.en-orig.vtt,raw\RnYIlda-V8I\RnYIlda-V8I.info.json,2026-05-21T15:49:50.384577
Rv-Gee1-jMY,That’s a very good reason why you should learn how to automate your #trading #trader #trading,20260104,https://www.youtube.com/watch?v=Rv-Gee1-jMY,35,371,AVAILABLE,raw\Rv-Gee1-jMY\Rv-Gee1-jMY.en-orig.vtt,raw\Rv-Gee1-jMY\Rv-Gee1-jMY.info.json,2026-05-21T15:49:50.409990
rwWEW-JUDAs,One in particular was introduced for the first time in 1968 and still valid today #trading #trader,20260519,https://www.youtube.com/watch?v=rwWEW-JUDAs,11,2315,AVAILABLE,raw\rwWEW-JUDAs\rwWEW-JUDAs.en-orig.vtt,raw\rwWEW-JUDAs\rwWEW-JUDAs.info.json,2026-05-21T15:49:50.860890
s2mzq6eOjeY,Best performing large hedge funds for 2025 #trading #trader #finance #hedgefund #stockmarkets,20260103,https://www.youtube.com/watch?v=s2mzq6eOjeY,26,1288,MISSING,NONE,raw\s2mzq6eOjeY\s2mzq6eOjeY.info.json,2026-05-21T15:49:50.889445
sfS_hUjxuAQ,#trading #trader #daytrading #finance #tradingstrategy,20260503,https://www.youtube.com/watch?v=sfS_hUjxuAQ,20,1174,AVAILABLE,raw\sfS_hUjxuAQ\sfS_hUjxuAQ.en-orig.vtt,raw\sfS_hUjxuAQ\sfS_hUjxuAQ.info.json,2026-05-21T15:49:50.914289
sh1tWvU-hew,Just filming to deduct the dinner as business expense #trading #trader #daytrading #tax,20251229,https://www.youtube.com/watch?v=sh1tWvU-hew,7,603,AVAILABLE,raw\sh1tWvU-hew\sh1tWvU-hew.en.vtt,raw\sh1tWvU-hew\sh1tWvU-hew.info.json,2026-05-21T15:49:50.942100
Skov-_YZhWo,Master this to get into the top 0.1% of traders #trading #trader #daytrading #finance #swingtrading,20260507,https://www.youtube.com/watch?v=Skov-_YZhWo,24,1589,AVAILABLE,raw\Skov-_YZhWo\Skov-_YZhWo.en-orig.vtt,raw\Skov-_YZhWo\Skov-_YZhWo.info.json,2026-05-21T15:49:50.967039
skrIIo2CUdQ,The only way to win big on prediction markets #trading #business #businessideas,20260501,https://www.youtube.com/watch?v=skrIIo2CUdQ,20,1720,AVAILABLE,raw\skrIIo2CUdQ\skrIIo2CUdQ.en-orig.vtt,raw\skrIIo2CUdQ\skrIIo2CUdQ.info.json,2026-05-21T15:49:50.991809
SOroAUKgqIY,Mind the exit logic of your #tradingstrategy #trader #trading,20260109,https://www.youtube.com/watch?v=SOroAUKgqIY,54,926,AVAILABLE,raw\SOroAUKgqIY\SOroAUKgqIY.en-orig.vtt,raw\SOroAUKgqIY\SOroAUKgqIY.info.json,2026-05-21T15:49:51.016425
SPqztAsaBw4,FYI #trading #trader #ict #orderflow,20260210,https://www.youtube.com/watch?v=SPqztAsaBw4,22,685,AVAILABLE,raw\SPqztAsaBw4\SPqztAsaBw4.en-orig.vtt,raw\SPqztAsaBw4\SPqztAsaBw4.info.json,2026-05-21T15:49:51.040025
sR-wShuMRh0,#trading #trader #daytrading #daytrader #tradingstrategy,20260127,https://www.youtube.com/watch?v=sR-wShuMRh0,55,641,AVAILABLE,raw\sR-wShuMRh0\sR-wShuMRh0.en-orig.vtt,raw\sR-wShuMRh0\sR-wShuMRh0.info.json,2026-05-21T15:49:51.062572
SxsP9U-wiWg,The best trading tool is not trading view #trading #trader #finance #institutionaltrading,20260507,https://www.youtube.com/watch?v=SxsP9U-wiWg,35,1367,MISSING,NONE,raw\SxsP9U-wiWg\SxsP9U-wiWg.info.json,2026-05-21T15:49:51.088156
Syxvgoh_YEY,98% of institutionalized trading is automated. You have the chance to catch up today. #trading,20251226,https://www.youtube.com/watch?v=Syxvgoh_YEY,14,401,AVAILABLE,raw\Syxvgoh_YEY\Syxvgoh_YEY.en-orig.vtt,raw\Syxvgoh_YEY\Syxvgoh_YEY.info.json,2026-05-21T15:49:51.111561
t9lp01yf7WU,Tradertom exposed #trading #trader #daytrading,20260414,https://www.youtube.com/watch?v=t9lp01yf7WU,56,1384,AVAILABLE,raw\t9lp01yf7WU\t9lp01yf7WU.en-orig.vtt,raw\t9lp01yf7WU\t9lp01yf7WU.info.json,2026-05-21T15:49:51.135194
TctlHEpiGIo,If you want a career as trader for an IB #financecareer #finance #trader #investmentbanking,20260111,https://www.youtube.com/watch?v=TctlHEpiGIo,29,372,AVAILABLE,raw\TctlHEpiGIo\TctlHEpiGIo.en-orig.vtt,raw\TctlHEpiGIo\TctlHEpiGIo.info.json,2026-05-21T15:49:51.156788
tE1rhW1Tr7k,Code and walkthrough in private video series this week #trading #trader #stockmarket #daytrading,20260119,https://www.youtube.com/watch?v=tE1rhW1Tr7k,65,466,AVAILABLE,raw\tE1rhW1Tr7k\tE1rhW1Tr7k.en-orig.vtt,raw\tE1rhW1Tr7k\tE1rhW1Tr7k.info.json,2026-05-21T15:49:51.182338
tfvpuai4cAw,Leave in the comment what the entry condition should be #trading #trader  #tradingstrategy,20260104,https://www.youtube.com/watch?v=tfvpuai4cAw,34,1297,AVAILABLE,raw\tfvpuai4cAw\tfvpuai4cAw.en-orig.vtt,raw\tfvpuai4cAw\tfvpuai4cAw.info.json,2026-05-21T15:49:51.209346
tPBrYuUhf2c,"You have already done the work, all you do now is you just let the strategy #trading #trader",20260129,https://www.youtube.com/watch?v=tPBrYuUhf2c,40,1211,AVAILABLE,raw\tPBrYuUhf2c\tPBrYuUhf2c.en-orig.vtt,raw\tPBrYuUhf2c\tPBrYuUhf2c.info.json,2026-05-21T15:49:51.234591
TWYGWd6lOu0,It is important that all your strategies include stop loss and take profit #trader #trading,20260110,https://www.youtube.com/watch?v=TWYGWd6lOu0,43,940,AVAILABLE,raw\TWYGWd6lOu0\TWYGWd6lOu0.en-orig.vtt,raw\TWYGWd6lOu0\TWYGWd6lOu0.info.json,2026-05-21T15:49:51.259580
u3X13fHjQ-k,Quant trading is what chart drawing evolved into  #trading #trader #stockmarket #quant,20260504,https://www.youtube.com/watch?v=u3X13fHjQ-k,14,2254,MISSING,NONE,raw\u3X13fHjQ-k\u3X13fHjQ-k.info.json,2026-05-21T15:49:51.286150
u7gUqsu7gsw,15th year in a row from uncle Mario. 😅 Merry Christmas to you all. #trading #treader #daytrading,20251225,https://www.youtube.com/watch?v=u7gUqsu7gsw,5,1375,MISSING,NONE,raw\u7gUqsu7gsw\u7gUqsu7gsw.info.json,2026-05-21T15:49:51.318226
uBcDzz5Mgb0,Now you can make even more money with #trading why quitting #trader #daytrading #money #stockmarket,20260510,https://www.youtube.com/watch?v=uBcDzz5Mgb0,17,1039,MISSING,NONE,raw\uBcDzz5Mgb0\uBcDzz5Mgb0.info.json,2026-05-21T15:49:51.345141
UCQrLxbpidT8aCG3CFbM_YMA,MatFinOg - Shorts,UNKNOWN,https://www.youtube.com/@MatFinOg/shorts,UNKNOWN,UNKNOWN,MISSING,NONE,raw\UCQrLxbpidT8aCG3CFbM_YMA\UCQrLxbpidT8aCG3CFbM_YMA.info.json,2026-05-21T15:49:51.366235
UgyFifq0o8M,If you see this after January 31st I’m sorry for you #trading #trader #daytrading #stockmarket,20260130,https://www.youtube.com/watch?v=UgyFifq0o8M,46,665,MISSING,NONE,raw\UgyFifq0o8M\UgyFifq0o8M.info.json,2026-05-21T15:49:51.392216
uiACLwiU-j4,This is how the majority od retail traders will trade in 2 years. Be first #trading #trader #futures,20260111,https://www.youtube.com/watch?v=uiACLwiU-j4,34,864,AVAILABLE,raw\uiACLwiU-j4\uiACLwiU-j4.en-orig.vtt,raw\uiACLwiU-j4\uiACLwiU-j4.info.json,2026-05-21T15:49:51.416407
uIbPQfYW7Gk,How do you optimize your trading strategies? #trading #trader #tradingstrategy #algotrading,20260113,https://www.youtube.com/watch?v=uIbPQfYW7Gk,59,536,AVAILABLE,raw\uIbPQfYW7Gk\uIbPQfYW7Gk.en-orig.vtt,raw\uIbPQfYW7Gk\uIbPQfYW7Gk.info.json,2026-05-21T15:49:51.442642
uorhRcfGfNI,This is how to get institutional grade trading strategies ideas #trading #trader #daytrading,20260125,https://www.youtube.com/watch?v=uorhRcfGfNI,35,1094,AVAILABLE,raw\uorhRcfGfNI\uorhRcfGfNI.en-orig.vtt,raw\uorhRcfGfNI\uorhRcfGfNI.info.json,2026-05-21T15:49:51.467167
uQUqDE8OJuU,"Thank you all, I hope you found the series insightful #trading #trader #daytrading",20260130,https://www.youtube.com/watch?v=uQUqDE8OJuU,40,1311,AVAILABLE,raw\uQUqDE8OJuU\uQUqDE8OJuU.en-orig.vtt,raw\uQUqDE8OJuU\uQUqDE8OJuU.info.json,2026-05-21T15:49:51.491117
vCiLUnw7ovs,Test properly your #tradingstrategy don’t rely on what’s you feel #trading #trader,20260124,https://www.youtube.com/watch?v=vCiLUnw7ovs,31,1073,AVAILABLE,raw\vCiLUnw7ovs\vCiLUnw7ovs.en-orig.vtt,raw\vCiLUnw7ovs\vCiLUnw7ovs.info.json,2026-05-21T15:49:51.516591
VhxH_QrJzTE,Paper downloadable for free in the SSRN website #trading #trader #institutionaltrading #daytrading,20260122,https://www.youtube.com/watch?v=VhxH_QrJzTE,21,1318,AVAILABLE,raw\VhxH_QrJzTE\VhxH_QrJzTE.en-orig.vtt,raw\VhxH_QrJzTE\VhxH_QrJzTE.info.json,2026-05-21T15:49:51.540449
vXRZCx_nvRg,"don’t look for the right indicator, look for a thesis you can’t prove wrong #trading #trader",20260214,https://www.youtube.com/watch?v=vXRZCx_nvRg,27,423,AVAILABLE,raw\vXRZCx_nvRg\vXRZCx_nvRg.en-orig.vtt,raw\vXRZCx_nvRg\vXRZCx_nvRg.info.json,2026-05-21T15:49:51.564724
vyw7uUE8hFk,If it can help one person I’m happy with it #trading #trader #stocks #finance,20260505,https://www.youtube.com/watch?v=vyw7uUE8hFk,40,1209,MISSING,NONE,raw\vyw7uUE8hFk\vyw7uUE8hFk.info.json,2026-05-21T15:49:51.590608
VzqVsOREv98,But without the mouse #christmas #investmentbanking #finance #trading #excel,20251215,https://www.youtube.com/watch?v=VzqVsOREv98,12,2573,MISSING,NONE,raw\VzqVsOREv98\VzqVsOREv98.info.json,2026-05-21T15:49:51.615755
WaHowoBISKw,"A look to the entire data period, time to go towards live #trading #trader #daytrading #stockmarket",20260121,https://www.youtube.com/watch?v=WaHowoBISKw,81,495,AVAILABLE,raw\WaHowoBISKw\WaHowoBISKw.en-orig.vtt,raw\WaHowoBISKw\WaHowoBISKw.info.json,2026-05-21T15:49:51.642796
wdTpHy6EDfY,Is it actual 24/7? #nasdaq #trading #trader #daytrading #stocktrading,20251216,https://www.youtube.com/watch?v=wdTpHy6EDfY,36,1825,MISSING,NONE,raw\wdTpHy6EDfY\wdTpHy6EDfY.info.json,2026-05-21T15:49:51.674043
WoT4fmaWz_Q,Same as the past 14 years 🫡 #trading #trader #daytrading #newyear #motivation,20251213,https://www.youtube.com/watch?v=WoT4fmaWz_Q,14,1374,AVAILABLE,raw\WoT4fmaWz_Q\WoT4fmaWz_Q.en-orig.vtt,raw\WoT4fmaWz_Q\WoT4fmaWz_Q.info.json,2026-05-21T15:49:51.699239
WsaMrdsRbpE,What is the best data provider for #trading which one would you include? #trader #algotrading,20251229,https://www.youtube.com/watch?v=WsaMrdsRbpE,19,305,AVAILABLE,raw\WsaMrdsRbpE\WsaMrdsRbpE.en-orig.vtt,raw\WsaMrdsRbpE\WsaMrdsRbpE.info.json,2026-05-21T15:49:51.725843
wTCkoSp7Jlo,How to use ChatGPT to create your Custom Trading Indicator on TradingView. #trading #trader,20260206,https://www.youtube.com/watch?v=wTCkoSp7Jlo,45,332,AVAILABLE,raw\wTCkoSp7Jlo\wTCkoSp7Jlo.en-orig.vtt,raw\wTCkoSp7Jlo\wTCkoSp7Jlo.info.json,2026-05-21T15:49:51.750877
wusrxwNBI-8,How to handle overfitting and Market’s regimes  #trader #institutionaltrading #daytrading #stocks,20260118,https://www.youtube.com/watch?v=wusrxwNBI-8,64,468,AVAILABLE,raw\wusrxwNBI-8\wusrxwNBI-8.en-orig.vtt,raw\wusrxwNBI-8\wusrxwNBI-8.info.json,2026-05-21T15:49:51.777767
wXKLsp2AYM0,"98% of institutional trades are automated, why do you are not doing the same? #trading #trader",20251226,https://www.youtube.com/watch?v=wXKLsp2AYM0,5,1333,MISSING,NONE,raw\wXKLsp2AYM0\wXKLsp2AYM0.info.json,2026-05-21T15:49:51.807144
WZ06lYmRAb4,A different pov on CAPM #trading #trader #daytrading #finance #investing,20251211,https://www.youtube.com/watch?v=WZ06lYmRAb4,42,1463,AVAILABLE,raw\WZ06lYmRAb4\WZ06lYmRAb4.en-orig.vtt,raw\WZ06lYmRAb4\WZ06lYmRAb4.info.json,2026-05-21T15:49:51.836603
wZP5w4qXqH8,Is discretionary better than automated #trading ? #trader #finance #stockmarket,20260513,https://www.youtube.com/watch?v=wZP5w4qXqH8,18,1810,AVAILABLE,raw\wZP5w4qXqH8\wZP5w4qXqH8.en-orig.vtt,raw\wZP5w4qXqH8\wZP5w4qXqH8.info.json,2026-05-21T15:49:51.861617
X91etxLCEw4,Video Nr. 2 out tomorrow:The #trading strategy that made hundreds of Millions (and why is simple),20260516,https://www.youtube.com/watch?v=X91etxLCEw4,16,1321,AVAILABLE,raw\X91etxLCEw4\X91etxLCEw4.en-orig.vtt,raw\X91etxLCEw4\X91etxLCEw4.info.json,2026-05-21T15:49:51.885785
XFaLnULdM8w,That’s really it. #trading #trader #daytrading #tradingbook,20251220,https://www.youtube.com/watch?v=XFaLnULdM8w,146,803,AVAILABLE,raw\XFaLnULdM8w\XFaLnULdM8w.en-orig.vtt,raw\XFaLnULdM8w\XFaLnULdM8w.info.json,2026-05-21T15:49:51.910444
XnDTCYhHFaQ,To succeed without efforts #trading #trader #daytrading #daytrader #money,20260203,https://www.youtube.com/watch?v=XnDTCYhHFaQ,14,1552,AVAILABLE,raw\XnDTCYhHFaQ\XnDTCYhHFaQ.en-orig.vtt,raw\XnDTCYhHFaQ\XnDTCYhHFaQ.info.json,2026-05-21T15:49:51.934416
xnjw2o-F1YE,Here to shrink the gap between retail and institutional trading #trading #daytrading #trader,20251209,https://www.youtube.com/watch?v=xnjw2o-F1YE,14,2360,MISSING,NONE,raw\xnjw2o-F1YE\xnjw2o-F1YE.info.json,2026-05-21T15:49:51.960887
xOP8AxnPU_A,Italians traders are a different breed #trading #trader #daytrading #daytrader,20260102,https://www.youtube.com/watch?v=xOP8AxnPU_A,9,1134,MISSING,NONE,raw\xOP8AxnPU_A\xOP8AxnPU_A.info.json,2026-05-21T15:49:51.988803
Y4PAUAiiOa8,Shrinking the 30 years gap between retail and institutional trading #daytrading #trader #trading,20251210,https://www.youtube.com/watch?v=Y4PAUAiiOa8,31,1001,AVAILABLE,raw\Y4PAUAiiOa8\Y4PAUAiiOa8.en-orig.vtt,raw\Y4PAUAiiOa8\Y4PAUAiiOa8.info.json,2026-05-21T15:49:52.012717
Yhwro_QwhNQ,How to size your #trading positions like an institutional #trader #futurestrading #stockmarket,20251229,https://www.youtube.com/watch?v=Yhwro_QwhNQ,35,1239,MISSING,NONE,raw\Yhwro_QwhNQ\Yhwro_QwhNQ.info.json,2026-05-21T15:49:52.040136
YK66iEYK6FA,You just need a structured process and leverage the tools you have access to.#trading #trader #quant,20260127,https://www.youtube.com/watch?v=YK66iEYK6FA,39,638,AVAILABLE,raw\YK66iEYK6FA\YK66iEYK6FA.en-orig.vtt,raw\YK66iEYK6FA\YK66iEYK6FA.info.json,2026-05-21T15:49:52.069577
YOdXD09kcMw,#trading #trader #tradingstrategy #daytrading #daytrader,20260203,https://www.youtube.com/watch?v=YOdXD09kcMw,31,639,AVAILABLE,raw\YOdXD09kcMw\YOdXD09kcMw.en-orig.vtt,raw\YOdXD09kcMw\YOdXD09kcMw.info.json,2026-05-21T15:49:52.094361
yP9VhQqgKHM,The main disadvantages of trading manually. Leverage the power of your computer. #trading #trader,20260105,https://www.youtube.com/watch?v=yP9VhQqgKHM,11,316,AVAILABLE,raw\yP9VhQqgKHM\yP9VhQqgKHM.en-orig.vtt,raw\yP9VhQqgKHM\yP9VhQqgKHM.info.json,2026-05-21T15:49:52.539314
YTZKPdJZXBE,Is backtesting a waste of time? #trading #trader #finance #algotrading #quant,20260512,https://www.youtube.com/watch?v=YTZKPdJZXBE,29,1566,AVAILABLE,raw\YTZKPdJZXBE\YTZKPdJZXBE.en-orig.vtt,raw\YTZKPdJZXBE\YTZKPdJZXBE.info.json,2026-05-21T15:49:52.569223
z0a-by7H6xQ,Day 8 Coding entry logic #trading #trader #daytrading #tradingstrategy,20260108,https://www.youtube.com/watch?v=z0a-by7H6xQ,43,981,AVAILABLE,raw\z0a-by7H6xQ\z0a-by7H6xQ.en-orig.vtt,raw\z0a-by7H6xQ\z0a-by7H6xQ.info.json,2026-05-21T15:49:52.599531
z0_q-g7-9Cg,Get to work. #trading #trader #stockmarket #crypto #daytrading #forex,20260116,https://www.youtube.com/watch?v=z0_q-g7-9Cg,9,389,AVAILABLE,raw\z0_q-g7-9Cg\z0_q-g7-9Cg.en-orig.vtt,raw\z0_q-g7-9Cg\z0_q-g7-9Cg.info.json,2026-05-21T15:49:52.628039
Z3WwshhgN1E,Rule nr1. In #algotrading #trading #trader #algorithmictrading  #tradingstrategy #finance,20260520,https://www.youtube.com/watch?v=Z3WwshhgN1E,13,1064,AVAILABLE,raw\Z3WwshhgN1E\Z3WwshhgN1E.en-orig.vtt,raw\Z3WwshhgN1E\Z3WwshhgN1E.info.json,2026-05-21T15:49:52.650617
zm4p9g1TJVw,My secret 🤫 #trading #treader #daytrading,20251221,https://www.youtube.com/watch?v=zm4p9g1TJVw,5,590,MISSING,NONE,raw\zm4p9g1TJVw\zm4p9g1TJVw.info.json,2026-05-21T15:49:52.682861
zNKMVR0z_fo,Hard work will always be your best investment #hardwork #family #motivation #trading,20251218,https://www.youtube.com/watch?v=zNKMVR0z_fo,7,253,MISSING,NONE,raw\zNKMVR0z_fo\zNKMVR0z_fo.info.json,2026-05-21T15:49:52.717116
ZQOOwBNau4w,Don’t expect the skill set among traders on trading floors to be equal.#trading #trader #finance,20260112,https://www.youtube.com/watch?v=ZQOOwBNau4w,5,753,MISSING,NONE,raw\ZQOOwBNau4w\ZQOOwBNau4w.info.json,2026-05-21T15:49:52.749756
_2otbUcxLs0,It reduces discount rates on future earnings and ease financial conditions #finance #trading #trader,20251210,https://www.youtube.com/watch?v=_2otbUcxLs0,5,431,MISSING,NONE,raw\_2otbUcxLs0\_2otbUcxLs0.info.json,2026-05-21T15:49:52.777548
_9WkORedFJg,#investing #trading #trader #finance #stockmarket #crypto,20260305,https://www.youtube.com/watch?v=_9WkORedFJg,26,963,AVAILABLE,raw\_9WkORedFJg\_9WkORedFJg.en-orig.vtt,raw\_9WkORedFJg\_9WkORedFJg.info.json,2026-05-21T15:49:52.805414
_SOTjV-GHOI,"You want to be different, yet you keep doing what 99% of retail traders do. #trading #trader",20260121,https://www.youtube.com/watch?v=_SOTjV-GHOI,20,120,AVAILABLE,raw\_SOTjV-GHOI\_SOTjV-GHOI.en-orig.vtt,raw\_SOTjV-GHOI\_SOTjV-GHOI.info.json,2026-05-21T15:49:52.834290
_xmS6m8ZsXo,"It is a vicious cycle, but you got to love it. #trading #trader #motivation #money #daytrading",20260102,https://www.youtube.com/watch?v=_xmS6m8ZsXo,12,379,MISSING,NONE,raw\_xmS6m8ZsXo\_xmS6m8ZsXo.info.json,2026-05-21T15:49:52.865128
